Index,Season,Game,Date,Time,RefTeam,RefATT Tier,OppTeam,OppDEF Tier,GoalsScored,GoalsConc,Home/Away,Result,Shots,OnTarget,Corners,Yellows,Reds,ATTRef,MIDRef,DEFRef,OVRRef,ATTOpp,MIDOpp,DEFOpp,OVROpp,Code,RefGS,OppGD,RefS,RefST,RefC,RefBP,OppBP,ATTDEF,MIDMID,DEFATT,OVROVR,Derby,RefGSF,OppGDF,RefSF,RefSTF,OppSTDF,RefCF,RefBPF,OppBPF,Home
20192020_341,20192020,35,21/07/2020,18:30:00,Bologna,C,Atalanta,B,0,1,Away,Loss,9,2,4,4,0,75,76,74,75,82,78,77,78,BolognaAtalanta,0,0,13.014,2.892,5.784,40,40,-2,-2,-8,-3,0,1.997166667,1.380833333,15.494,7.574666667,7.7225,9.055166667,25.83333333,18.33333333,0
20192020_342,20192020,35,21/07/2020,20:45:00,Milan,B,Sassuolo,C,2,1,Away,Win,12,8,3,3,0,79,78,80,80,76,75,73,74,MilanSassuolo,2.366,2.67,14.196,9.464,3.549,30,55,6,3,4,6,0,4.805166667,2.271166667,18.281,12.143,6.183833333,7.523666667,25.83333333,36.66666667,0
20192020_342,20192020,35,21/07/2020,20:45:00,Sassuolo,B,Milan,A,1,2,Home,Loss,6,3,5,3,1,76,75,73,74,79,78,80,80,SassuoloMilan,1.95,1.335,11.7,5.85,9.75,55,30,-4,-3,-6,-6,0,3.575666667,1.780666667,14.87183333,9.613833333,5.5635,7.067,36.66666667,25.83333333,1
20192020_345,20192020,35,22/07/2020,20:45:00,Brescia,D,Lecce,D,1,3,Away,Loss,10,3,10,2,0,72,70,70,70,70,70,70,70,BresciaLecce,1,2.095,10,3,10,20,20,2,0,0,0,0,1.450666667,3.0355,11.60616667,6.123,10.127,5.349166667,15,23.33333333,0
20192020_344,20192020,35,22/07/2020,20:45:00,Fiorentina,C,Inter,A,0,0,Away,Draw,6,4,2,1,0,75,74,75,74,83,81,82,82,FiorentinaInter,0,0,11.7,7.8,3.9,10,10,-7,-7,-8,-8,0,1.679166667,1.922833333,12.06083333,6.1775,5.809833333,5.374666667,28.33333333,30.83333333,0
20192020_346,20192020,35,22/07/2020,20:45:00,Genoa,D,Sampdoria,B,2,1,Away,Win,7,5,0,4,0,74,75,74,74,77,74,75,75,GenoaSampdoria,2.892,4.19,10.122,7.23,0,40,40,-1,1,-3,-1,1,1.772,1.518,10.21733333,5.9855,8.0415,6.232833333,23.33333333,10,0
20192020_344,20192020,35,22/07/2020,20:45:00,Inter,A,Fiorentina,B,0,0,Home,Draw,12,9,11,1,0,83,81,82,82,75,74,75,74,InterFiorentina,0,0,17.352,13.014,15.906,10,10,8,7,7,8,0,3.524166667,1.644333333,16.80466667,9.8925,7.447833333,8.620166667,30.83333333,28.33333333,1
20192020_345,20192020,35,22/07/2020,20:45:00,Lecce,D,Brescia,D,3,1,Home,Win,13,10,5,2,0,70,70,70,70,72,70,70,70,LecceBrescia,3,6.285,13,10,5,20,20,0,0,-2,0,0,1.7235,3.6135,14.41466667,5.7965,12.48616667,8.122666667,23.33333333,15,1
20192020_343,20192020,35,22/07/2020,18:30:00,Napoli,A,Parma,D,1,2,Away,Loss,12,4,3,3,0,85,82,81,82,75,74,71,73,NapoliParma,1,1,12,4,3,30,30,14,8,6,9,0,2.117833333,3.9415,20.784,12.67416667,9.315333333,8.168333333,16.66666667,21.66666667,0
20192020_343,20192020,35,22/07/2020,18:30:00,Parma,C,Napoli,A,2,1,Home,Win,6,3,3,3,0,75,74,71,73,85,82,81,82,ParmaNapoli,3.9,3.342,11.7,5.85,5.85,30,30,-6,-8,-14,-9,0,2.016666667,1.907,13.43883333,6.095166667,4.886666667,5.709666667,21.66666667,16.66666667,1
20192020_347,20192020,35,22/07/2020,20:45:00,Roma,B,Spal,C,6,1,Away,Win,13,9,1,1,0,80,78,79,79,75,72,73,73,RomaSpal,7.098,8.01,15.379,10.647,1.183,10,10,7,6,4,6,0,2.141666667,4.011333333,13.8495,7.124666667,11.46733333,8.896666667,30.83333333,19.16666667,0
20192020_346,20192020,35,22/07/2020,20:45:00,Sampdoria,B,Genoa,C,1,2,Home,Loss,11,7,5,4,0,77,74,75,75,74,75,74,74,SampdoriaGenoa,1.183,1.335,13.013,8.281,5.915,40,40,3,-1,1,1,1,2.516333333,2.407,10.55133333,5.225166667,6.592666667,6.837833333,10,23.33333333,1
20192020_347,20192020,35,22/07/2020,20:45:00,Spal,C,Roma,B,1,6,Home,Loss,9,4,3,1,0,75,72,73,73,80,78,79,79,SpalRoma,1.446,1.671,13.014,5.784,4.338,10,10,-4,-6,-7,-6,0,0.816666667,1.851333333,10.755,3.781166667,6.336666667,6.9435,19.16666667,30.83333333,1
20192020_348,20192020,35,22/07/2020,20:45:00,Torino,B,Verona,D,1,1,Home,Draw,6,4,5,4,0,80,76,79,77,72,74,71,72,TorinoVerona,1,1.335,6,4,5,40,40,9,2,7,5,0,2.0665,2.478833333,11.61566667,6.271333333,7.991333333,6.718333333,23.33333333,28.33333333,1
20192020_348,20192020,35,22/07/2020,20:45:00,Verona,D,Torino,B,1,1,Away,Draw,8,6,4,4,0,72,74,71,72,80,76,79,77,VeronaTorino,1.446,2.095,11.568,8.676,5.784,40,40,-7,-2,-9,-5,0,1.873,2.406166667,12.60833333,7.248333333,8.605666667,7.394333333,28.33333333,23.33333333,0
20192020_350,20192020,35,23/07/2020,20:45:00,Cagliari,D,Lazio,A,1,2,Away,Loss,8,4,3,3,0,73,75,71,74,83,80,79,80,CagliariLazio,1.95,2.095,15.6,7.8,5.85,30,30,-6,-5,-12,-6,0,0.394333333,2.366666667,11.28933333,4.636833333,6.888666667,4.286333333,30,27.5,0
20192020_349,20192020,35,23/07/2020,18:30:00,Juventus,A,Udinese,C,1,2,Away,Loss,14,6,7,2,0,88,84,86,85,75,75,73,75,JuventusUdinese,1.183,1,16.562,7.098,8.281,20,20,15,9,11,10,0,3.929,1.699166667,16.943,10.3995,7.068833333,8.486,38.33333333,20,0
20192020_350,20192020,35,23/07/2020,20:45:00,Lazio,A,Cagliari,D,2,1,Home,Win,16,12,13,3,0,83,80,79,80,73,75,71,74,LazioCagliari,2,2,16,12,13,30,30,12,5,6,6,0,1.170833333,1.335166667,14.113,6.176333333,10.72566667,9.344333333,27.5,30,1
20192020_349,20192020,35,23/07/2020,18:30:00,Udinese,C,Juventus,A,2,1,Home,Win,9,4,3,2,0,75,75,73,75,88,84,86,85,UdineseJuventus,3.9,3.342,17.55,7.8,5.85,20,20,-11,-9,-15,-10,0,2.033833333,2.629166667,12.61966667,6.908666667,8.205833333,6.9635,20,38.33333333,1
20192020_351,20192020,36,24/07/2020,20:45:00,Atalanta,A,Milan,A,1,1,Away,Draw,9,4,7,1,0,82,78,77,78,79,78,80,80,AtalantaMilan,1.95,1,17.55,7.8,13.65,10,10,2,0,-2,-2,0,2.6625,1.446166667,16.80583333,8.4595,5.3955,5.836666667,23.33333333,25.83333333,0
20192020_351,20192020,36,24/07/2020,20:45:00,Milan,B,Atalanta,B,1,1,Home,Draw,6,3,3,1,0,79,78,80,80,82,78,77,78,MilanAtalanta,1.446,1.335,8.676,4.338,4.338,10,10,2,0,-2,2,0,4.805166667,1.380833333,15.71783333,11.35433333,6.946166667,4.763333333,25.83333333,23.33333333,1
20192020_352,20192020,36,25/07/2020,16:15:00,Brescia,D,Parma,D,1,2,Home,Loss,10,7,5,4,0,72,70,70,70,75,74,71,73,BresciaParma,1,2.095,10,7,5,40,40,1,-4,-5,-3,0,1.617333333,3.060666667,12.29783333,6.298,8.236166667,5.715833333,15,23.33333333,1
20192020_353,20192020,36,25/07/2020,18:30:00,Genoa,D,Inter,A,0,3,Home,Loss,7,2,4,2,0,74,75,74,74,83,81,82,82,GenoaInter,0,0,13.65,3.9,7.8,20,20,-8,-6,-9,-8,0,1.929,1.922833333,11.25433333,6.5405,6.574666667,5.582833333,21.66666667,29.16666667,1
20192020_353,20192020,36,25/07/2020,18:30:00,Inter,A,Genoa,C,3,0,Away,Win,8,4,6,2,0,83,81,82,82,74,75,74,74,InterGenoa,3.549,3,9.464,4.732,7.098,20,20,9,6,8,8,0,2.524166667,2.1295,16.36333333,10.0615,6.650166667,10.6045,29.16666667,21.66666667,0
20192020_354,20192020,36,25/07/2020,20:45:00,Napoli,A,Sassuolo,C,2,0,Home,Win,16,9,7,1,0,85,82,81,82,76,75,73,74,NapoliSassuolo,2.366,2,18.928,10.647,8.281,10,10,12,7,5,8,0,2.2845,2.437666667,19.169,11.41283333,6.014333333,7.463333333,20,39.16666667,1
20192020_352,20192020,36,25/07/2020,16:15:00,Parma,C,Brescia,D,2,1,Away,Win,12,6,3,4,0,75,74,71,73,72,70,70,70,ParmaBrescia,2,3.342,12,6,3,40,40,5,4,-1,3,0,2.333333333,3.661,13.22216667,6.236833333,13.97783333,6.518,23.33333333,15,0
20192020_354,20192020,36,25/07/2020,20:45:00,Sassuolo,B,Napoli,A,0,2,Away,Loss,4,1,4,1,0,76,75,73,74,85,82,81,82,SassuoloNapoli,0,0,7.8,1.95,7.8,10,10,-5,-7,-12,-8,0,3.177666667,2.130666667,14.89383333,8.660833333,5.0555,7.969,39.16666667,20,0
20192020_355,20192020,36,26/07/2020,16:15:00,Bologna,C,Lecce,D,3,2,Home,Win,18,12,9,1,0,75,76,74,75,70,70,70,70,BolognaLecce,3,5.013,18,12,9,10,10,5,6,4,5,0,1.8305,2.939666667,14.99633333,6.89,10.062,8.8525,27.5,23.33333333,1
20192020_356,20192020,36,26/07/2020,18:30:00,Cagliari,D,Udinese,C,0,1,Home,Loss,14,8,4,2,0,73,75,71,74,75,75,73,75,CagliariUdinese,0,0,16.562,9.464,4.732,20,20,0,0,-4,-1,0,0.522166667,1.865833333,12.70633333,5.148166667,6.733833333,4.867,30,18.33333333,1
20192020_357,20192020,36,26/07/2020,18:30:00,Fiorentina,C,Roma,B,1,2,Away,Loss,4,2,3,1,0,75,74,75,74,80,78,79,79,FiorentinaRoma,1.446,1.671,5.784,2.892,4.338,10,10,-4,-4,-5,-5,0,1.482,1.572833333,11.842,6.097333333,6.615166667,4.447333333,23.33333333,23.33333333,0
20192020_360,20192020,36,26/07/2020,20:45:00,Juventus,A,Sampdoria,B,2,0,Home,Win,14,8,4,4,0,88,84,86,85,77,74,75,75,JuventusSampdoria,2.892,2,20.244,11.568,5.784,40,65,13,10,9,10,0,3.534666667,1.867166667,17.5345,9.808,7.692333333,8.091666667,33.33333333,13.33333333,1
20192020_359,20192020,36,26/07/2020,18:30:00,Lazio,A,Verona,D,5,1,Away,Win,12,7,5,2,0,83,80,79,80,72,74,71,72,LazioVerona,5,5,12,7,5,20,20,12,6,7,8,0,1.022166667,2.144333333,13.88766667,6.730333333,7.488833333,9.583,30.83333333,31.66666667,0
20192020_355,20192020,36,26/07/2020,16:15:00,Lecce,D,Bologna,C,2,3,Away,Loss,19,10,6,1,0,70,70,70,70,75,76,74,75,LecceBologna,2.366,4.19,22.477,11.83,7.098,10,10,-4,-6,-5,-5,0,1.9825,2.6145,13.68933333,6.017166667,8.953333333,6.787,23.33333333,27.5,0
20192020_357,20192020,36,26/07/2020,18:30:00,Roma,B,Fiorentina,B,2,1,Home,Win,12,7,8,1,0,80,78,79,79,75,74,75,74,RomaFiorentina,2.892,2.67,17.352,10.122,11.568,10,10,5,4,4,5,0,3.324666667,0.976833333,14.63816667,7.716166667,7.167833333,7.122166667,23.33333333,23.33333333,1
20192020_360,20192020,36,26/07/2020,20:45:00,Sampdoria,B,Juventus,A,0,2,Away,Loss,13,8,5,4,1,77,74,75,75,88,84,86,85,SampdoriaJuventus,0,0,25.35,15.6,9.75,65,40,-9,-10,-13,-10,0,2.380166667,2.837,11.38683333,5.772,8.6215,6.990333333,13.33333333,33.33333333,0
20192020_358,20192020,36,26/07/2020,18:30:00,Spal,C,Torino,B,1,1,Home,Draw,3,2,0,2,0,75,72,73,73,80,76,79,77,SpalTorino,1.446,1.671,4.338,2.892,0,20,20,-4,-4,-7,-4,0,0.407666667,2.422,11.624,3.770166667,9.700666667,6.6915,11.66666667,28.33333333,1
20192020_358,20192020,36,26/07/2020,18:30:00,Torino,B,Spal,C,1,1,Away,Draw,14,7,10,2,0,80,76,79,77,75,72,73,73,TorinoSpal,1.183,1.335,16.562,8.281,11.83,20,20,7,4,4,4,0,1.908166667,4.901333333,11.96566667,6.613,10.79983333,6.901666667,28.33333333,11.66666667,0
20192020_356,20192020,36,26/07/2020,18:30:00,Udinese,C,Cagliari,D,1,0,Away,Win,10,6,8,2,0,75,75,73,75,73,75,71,74,UdineseCagliari,1,1.671,10,6,8,20,20,4,0,0,1,0,2.201833333,1.39,13.61666667,7.485666667,10.77616667,6.2515,18.33333333,30,0
20192020_359,20192020,36,26/07/2020,18:30:00,Verona,D,Lazio,A,1,5,Home,Loss,9,6,8,2,0,72,74,71,72,83,80,79,80,VeronaLazio,1.95,2.095,17.55,11.7,15.6,20,20,-7,-6,-12,-8,0,1.614,2.493333333,13.53633333,7.861,8.062833333,7.858333333,31.66666667,30.83333333,1
20192020_361,20192020,37,28/07/2020,18:30:00,Atalanta,A,Parma,D,2,1,Away,Win,11,5,3,2,0,82,78,77,78,75,74,71,73,AtalantaParma,2,2,11,5,3,20,20,11,4,2,5,0,2.820833333,2.852833333,16.06416667,7.7595,9.009333333,7.445,20,23.33333333,0
20192020_362,20192020,37,28/07/2020,20:45:00,Inter,A,Napoli,A,2,0,Home,Win,6,5,3,4,0,83,81,82,82,85,82,81,82,InterNapoli,3.9,2,11.7,9.75,5.85,40,40,2,-1,-3,0,0,2.9185,1.908166667,14.98316667,9.075666667,4.388,9.4215,23.33333333,18.33333333,1
20192020_362,20192020,37,28/07/2020,20:45:00,Napoli,A,Inter,A,0,2,Away,Loss,8,2,9,4,0,85,82,81,82,83,81,82,82,NapoliInter,0,0,15.6,3.9,17.55,40,40,3,1,-2,0,0,2.196833333,1.365833333,17.98566667,10.29533333,5.045,6.9155,18.33333333,23.33333333,0
20192020_361,20192020,37,28/07/2020,18:30:00,Parma,C,Atalanta,B,1,2,Home,Loss,8,6,3,2,0,75,74,71,73,82,78,77,78,ParmaAtalanta,1.446,1.671,11.568,8.676,4.338,20,20,-2,-4,-11,-5,0,2.425666667,1.603333333,13.53516667,6.754833333,7.2645,6.295,23.33333333,20,1
20192020_369,20192020,37,29/07/2020,20:45:00,Bologna,C,Fiorentina,B,0,4,Away,Loss,8,3,5,2,0,75,76,74,75,75,74,75,74,BolognaFiorentina,0,0,11.568,4.338,7.23,20,20,0,2,-1,1,1,1.6805,1.143333333,14.42133333,6.29,8.168333333,7.4275,20,18.33333333,0
20192020_363,20192020,37,29/07/2020,18:30:00,Brescia,D,Lazio,A,0,2,Away,Loss,8,3,6,1,0,72,70,70,70,83,80,79,80,BresciaLazio,0,0,15.6,5.85,11.7,10,10,-7,-10,-13,-10,0,1.450666667,2.175,12.79783333,6.464666667,9.045333333,6.049166667,16.66666667,32.5,0
20192020_368,20192020,37,29/07/2020,20:45:00,Cagliari,D,Juventus,A,2,0,Home,Win,9,5,1,2,0,73,75,71,74,88,84,86,85,CagliariJuventus,3.9,4.19,17.55,9.75,1.95,20,20,-13,-9,-17,-11,0,0.522166667,2.6145,14.02066667,6.4845,9.0665,4.209666667,24.16666667,33.33333333,1
20192020_369,20192020,37,29/07/2020,20:45:00,Fiorentina,C,Bologna,C,4,0,Home,Win,15,9,3,2,0,75,74,75,74,75,76,74,75,FiorentinaBologna,4.732,6.684,17.745,10.647,3.549,20,20,1,-2,0,-1,1,1.389666667,3.146166667,11.306,5.579333333,10.945,5.170333333,18.33333333,20,1
20192020_365,20192020,37,29/07/2020,18:30:00,Genoa,D,Sassuolo,C,0,5,Away,Loss,10,3,3,1,0,74,75,74,74,76,75,73,74,GenoaSassuolo,0,0,11.83,3.549,3.549,10,10,1,0,-2,0,0,1.534666667,2.072666667,12.34633333,6.401833333,6.466833333,6.094166667,20,35.83333333,0
20192020_368,20192020,37,29/07/2020,20:45:00,Juventus,A,Cagliari,D,0,2,Away,Loss,20,10,9,2,0,88,84,86,85,73,75,71,74,JuventusCagliari,0,0,20,10,9,20,20,17,9,13,11,0,3.052666667,1.501833333,17.2935,10.049,10.44716667,7.850666667,33.33333333,24.16666667,0
20192020_363,20192020,37,29/07/2020,18:30:00,Lazio,A,Brescia,D,2,0,Home,Win,25,15,5,1,0,83,80,79,80,72,70,70,70,LazioBrescia,2,2,25,15,5,10,10,13,10,7,10,0,1.8555,4.218,13.28766667,7.247,12.50633333,8.791333333,32.5,16.66666667,1
20192020_366,20192020,37,29/07/2020,18:30:00,Lecce,D,Udinese,C,2,1,Away,Win,10,6,5,1,0,70,70,70,70,75,75,73,75,LecceUdinese,2.366,4.19,11.83,7.098,5.915,10,10,-3,-5,-5,-5,0,1.9825,1.1675,16.44966667,7.397333333,8.1305,7.181333333,20,16.66666667,0
20192020_364,20192020,37,29/07/2020,18:30:00,Milan,B,Sampdoria,B,4,1,Away,Win,18,11,6,1,0,79,78,80,80,77,74,75,75,MilanSampdoria,5.784,5.34,26.028,15.906,8.676,10,10,4,4,3,5,0,4.071166667,2.2005,14.88883333,10.45233333,8.190166667,5.161333333,25.83333333,22.5,0
20192020_370,20192020,37,29/07/2020,20:45:00,Roma,B,Torino,B,3,2,Away,Win,12,7,8,2,0,80,78,79,79,80,76,79,77,RomaTorino,4.338,4.005,17.352,10.122,11.568,20,20,1,2,-1,2,0,3.481666667,2.033833333,15.90516667,8.103166667,9.091,8.725166667,21.66666667,25,0
20192020_364,20192020,37,29/07/2020,18:30:00,Sampdoria,B,Milan,A,1,4,Home,Loss,16,5,4,1,0,77,74,75,75,79,78,80,80,SampdoriaMilan,1.95,1.335,31.2,9.75,7.8,10,10,-3,-4,-4,-5,0,1.788666667,1.612833333,13.83733333,7.386166667,5.728833333,7.826666667,22.5,25.83333333,1
20192020_365,20192020,37,29/07/2020,18:30:00,Sassuolo,B,Genoa,C,5,0,Home,Win,15,9,2,1,0,76,75,73,74,74,75,74,74,SassuoloGenoa,5.915,6.675,17.745,10.647,2.366,10,10,2,0,-1,0,0,2.511,2.0725,15.02716667,7.819166667,5.645833333,8.602333333,35.83333333,20,1
20192020_367,20192020,37,29/07/2020,18:30:00,Spal,C,Verona,D,0,3,Away,Loss,12,5,1,1,0,75,72,73,73,72,74,71,72,SpalVerona,0,0,12,5,1,10,10,4,-2,1,1,0,0.648666667,2.279333333,10.419,3.529166667,6.5605,3.5585,13.33333333,30,0
20192020_370,20192020,37,29/07/2020,20:45:00,Torino,B,Roma,B,2,3,Home,Loss,5,5,4,2,0,80,76,79,77,80,78,79,79,TorinoRoma,2.892,2.67,7.23,7.23,5.784,20,20,1,-2,-1,-2,0,1.780333333,1.518,10.826,6.043166667,5.172166667,6.273333333,25,21.66666667,1
20192020_366,20192020,37,29/07/2020,18:30:00,Udinese,C,Lecce,D,1,2,Home,Loss,8,3,5,1,0,75,75,73,75,70,70,70,70,UdineseLecce,1,1.671,8,3,5,10,10,5,5,3,5,0,1.974166667,2.885166667,13.50883333,7.302666667,11.8465,7.1905,16.66666667,20,1
20192020_367,20192020,37,29/07/2020,18:30:00,Verona,D,Spal,C,3,0,Home,Win,14,9,7,1,0,72,74,71,72,75,72,73,73,VeronaSpal,3.549,6.285,16.562,10.647,8.281,10,10,-1,2,-4,-1,0,1.939,4.456333333,14.128,8.311,11.24483333,8.625,30,13.33333333,1
20192020_372,20192020,38,01/08/2020,19:45:00,Atalanta,A,Inter,A,0,2,Home,Loss,8,3,7,2,0,82,78,77,78,83,81,82,82,AtalantaInter,0,0,15.6,5.85,13.65,20,20,0,-3,-6,-4,0,2.672166667,0.6675,15.2465,7.146833333,3.981666667,6.258,20,25,1
20192020_371,20192020,38,01/08/2020,17:00:00,Brescia,D,Sampdoria,B,1,1,Home,Draw,11,6,5,1,0,72,70,70,70,77,74,75,75,BresciaSampdoria,1.446,2.095,15.906,8.676,7.23,10,35,-3,-4,-7,-5,0,1.209666667,2.757166667,12.26483333,5.993666667,9.637666667,6.794166667,16.66666667,20.83333333,1
20192020_374,20192020,38,01/08/2020,19:45:00,Cagliari,D,Milan,A,0,3,Away,Loss,4,3,6,1,0,73,75,71,74,79,78,80,80,CagliariMilan,0,0,7.8,5.85,11.7,10,10,-7,-3,-8,-6,0,1.172166667,1.502,14.29466667,6.4225,6.174666667,3.811666667,24.16666667,20.83333333,0
20192020_372,20192020,38,01/08/2020,19:45:00,Inter,A,Atalanta,B,2,0,Away,Win,7,4,1,2,0,83,81,82,82,82,78,77,78,InterAtalanta,2.892,2,10.122,5.784,1.446,20,20,6,3,0,4,0,3.235166667,1.881833333,14.7665,9.534,8.268,9.563166667,25,20,0
20192020_373,20192020,38,01/08/2020,19:45:00,Juventus,A,Roma,B,1,3,Home,Loss,9,4,6,1,0,88,84,86,85,80,78,79,79,JuventusRoma,1.446,1,13.014,5.784,8.676,10,10,9,6,6,6,1,2.402666667,1.6845,17.70183333,10.41566667,5.727666667,7.400666667,30,16.66666667,1
20192020_375,20192020,38,01/08/2020,19:45:00,Lazio,A,Napoli,A,1,3,Away,Loss,8,4,2,3,0,83,80,79,80,85,82,81,82,LazioNapoli,1.95,1,15.6,7.8,3.9,30,30,2,-2,-6,-2,0,2.022166667,1.892333333,15.121,8.080333333,4.173833333,7.291333333,25,23.33333333,0
20192020_374,20192020,38,01/08/2020,19:45:00,Milan,B,Cagliari,D,3,0,Home,Win,12,7,7,1,0,79,78,80,80,73,75,71,74,MilanCagliari,3,4.005,12,7,7,10,10,8,3,7,6,0,3.735166667,1.501833333,16.30183333,10.17833333,10.16433333,5.957333333,20.83333333,24.16666667,1
20192020_375,20192020,38,01/08/2020,19:45:00,Napoli,A,Lazio,A,3,1,Home,Win,11,6,2,3,0,85,82,81,82,83,80,79,80,NapoliLazio,5.85,3,21.45,11.7,3.9,30,30,6,2,-2,2,0,1.8025,1.476666667,17.431,8.7765,9.045333333,8.263166667,23.33333333,25,1
20192020_373,20192020,38,01/08/2020,19:45:00,Roma,B,Juventus,A,3,1,Away,Win,9,7,5,1,0,80,78,79,79,88,84,86,85,RomaJuventus,5.85,4.005,17.55,13.65,9.75,10,10,-6,-6,-9,-6,1,3.871333333,2.422833333,16.29716667,8.6235,8.809833333,9.153166667,16.66666667,30,0
20192020_371,20192020,38,01/08/2020,17:00:00,Sampdoria,B,Brescia,D,1,1,Away,Draw,11,5,4,1,1,77,74,75,75,72,70,70,70,SampdoriaBrescia,1,1.335,11,5,4,35,10,7,4,3,5,0,2.113666667,3.883833333,16.86833333,8.288166667,12.78133333,6.957666667,20.83333333,16.66666667,0
20192020_377,20192020,38,02/08/2020,19:45:00,Bologna,C,Torino,B,1,1,Home,Draw,13,5,7,3,0,75,76,74,75,80,76,79,77,BolognaTorino,1.446,1.671,18.798,7.23,10.122,30,30,-4,0,-6,-2,0,1.483333333,2.352166667,14.772,5.83,8.5535,7.252333333,18.33333333,26.66666667,1
20192020_376,20192020,38,02/08/2020,17:00:00,Fiorentina,C,Spal,C,3,1,Away,Win,20,11,10,1,0,75,74,75,74,75,72,73,73,FiorentinaSpal,3.549,5.013,23.66,13.013,11.83,10,10,2,2,0,1,0,2.178333333,4.668333333,12.43016667,6.187166667,13.27333333,4.761833333,18.33333333,15,0
20192020_378,20192020,38,02/08/2020,19:45:00,Genoa,D,Verona,D,3,0,Home,Win,4,4,4,4,2,74,75,74,74,72,74,71,72,GenoaVerona,3,6.285,4,4,4,90,65,3,1,2,2,0,1.209666667,1.946,12.043,6.018333333,6.786333333,4.735666667,20,26.66666667,1
20192020_379,20192020,38,02/08/2020,19:45:00,Lecce,D,Parma,D,3,4,Home,Loss,12,8,5,0,0,70,70,70,70,75,74,71,73,LecceParma,3,6.285,12,8,5,0,0,-1,-4,-5,-3,0,1.726833333,2.741166667,16.14633333,7.605333333,8.285166667,7.192166667,16.66666667,18.33333333,1
20192020_379,20192020,38,02/08/2020,19:45:00,Parma,C,Lecce,D,4,3,Away,Win,18,11,4,0,0,75,74,71,73,70,70,70,70,ParmaLecce,4,6.684,18,11,4,0,0,5,4,1,3,0,2.425666667,2.997,14.49916667,7.718833333,11.01533333,6.295,18.33333333,16.66666667,0
20192020_380,20192020,38,02/08/2020,19:45:00,Sassuolo,B,Udinese,C,0,1,Home,Loss,18,14,6,1,0,76,75,73,74,75,75,73,75,SassuoloUdinese,0,0,21.294,16.562,7.098,10,10,3,0,-2,-1,0,3.1025,1.865833333,15.81583333,8.607833333,9.39,7.419333333,32.5,18.33333333,1
20192020_376,20192020,38,02/08/2020,17:00:00,Spal,C,Fiorentina,B,1,3,Home,Loss,7,5,3,1,0,75,72,73,73,75,74,75,74,SpalFiorentina,1.446,1.671,10.122,7.23,4.338,10,10,0,-2,-2,-1,0,0.648666667,1.143333333,10.25016667,3.771,6.559666667,1.950666667,15,18.33333333,1
20192020_377,20192020,38,02/08/2020,19:45:00,Torino,B,Bologna,C,1,1,Away,Draw,13,11,3,3,0,80,76,79,77,75,76,74,75,TorinoBologna,1.183,1.335,15.379,13.013,3.549,30,30,6,0,4,2,0,1.762333333,3.815166667,9.697666667,5.5815,12.339,6.237333333,26.66666667,18.33333333,0
20192020_380,20192020,38,02/08/2020,19:45:00,Udinese,C,Sassuolo,C,1,0,Away,Win,7,3,7,1,0,75,75,73,75,76,75,73,74,UdineseSassuolo,1.183,1.671,8.281,3.549,8.281,10,10,2,0,-3,1,0,1.549333333,1.794166667,13.462,7.014,5.843333333,7.826666667,18.33333333,32.5,0
20192020_378,20192020,38,02/08/2020,19:45:00,Verona,D,Genoa,C,0,3,Away,Loss,13,3,9,4,1,72,74,71,72,74,75,74,74,VeronaGenoa,0,0,15.379,3.549,10.647,65,90,-2,-1,-3,-2,0,1.8805,2.851666667,13.63833333,8.7855,5.815,10.00516667,26.66666667,20,0
20202021_001,20202021,1,19/09/2020,17:00:00,Fiorentina,B,Torino,B,1,0,Home,Win,17,8,4,3,0,77,73,76,75,77,75,76,76,FiorentinaTorino,1.446,1.335,24.582,11.568,5.784,30,10,1,-2,-1,-1,0,,,,,,,,,
20202021_002,20202021,1,19/09/2020,19:45:00,Roma,B,Verona,C,0,0,Away,Draw,15,7,6,0,0,80,77,76,79,74,75,73,74,RomaVerona,0,0,17.745,8.281,7.098,0,20,7,2,2,5,0,,,,,,,,,
20202021_001,20202021,1,19/09/2020,17:00:00,Torino,B,Fiorentina,B,0,1,Away,Loss,6,3,1,1,0,77,75,76,76,77,73,76,75,TorinoFiorentina,0,0,8.676,4.338,1.446,10,30,1,2,-1,1,0,,,,,,,,,
20202021_002,20202021,1,19/09/2020,19:45:00,Verona,C,Roma,B,0,0,Home,Draw,9,7,0,2,0,74,75,73,74,80,77,76,79,VeronaRoma,0,0,13.014,10.122,0,20,0,-2,-2,-7,-5,0,,,,,,,,,
20202021_005,20202021,1,20/09/2020,17:00:00,Cagliari,C,Sassuolo,D,1,1,Away,Draw,8,4,3,3,0,76,74,71,75,77,76,71,75,CagliariSassuolo,1,1.671,8,4,3,30,10,5,-2,-6,0,0,,,,,,,,,
20202021_004,20202021,1,20/09/2020,14:00:00,Crotone,D,Genoa,B,1,4,Away,Loss,11,5,4,2,0,68,68,67,68,72,72,74,74,CrotoneGenoa,1.446,2.095,15.906,7.23,5.784,20,40,-6,-4,-5,-6,0,,,,,,,,,
20202021_004,20202021,1,20/09/2020,14:00:00,Genoa,D,Crotone,D,4,1,Home,Win,10,8,6,4,0,72,72,74,74,68,68,67,68,GenoaCrotone,4,8.38,10,8,6,40,20,5,4,6,6,0,,,,,,,,,
